transaction_id,date,store_name,store_city,product_name,category,units_sold,unit_price,customer_id
TXN5030,2023-10-11,Delhi South,Delhi,T-Shirt,Clothing,3,29770.19,CUST015
TXN5031,2023-01-02,Bangalore MG,Bangalore,Speaker,Electronics,20,49262.78,CUST010
TXN5032,2023-02-26,Delhi South,Delhi,Jacket,Clothing,6,30187.24,CUST009
TXN5033,2023-10-29,Mumbai Central,,Atta 10kg,Grocery,8,52464,CUST017
TXN5034,2023-09-27,Mumbai Central,Mumbai,Speaker,Electronics,14,49262.78,CUST031
TXN5035,2023-10-31,Chennai Anna,Chennai,Atta 10kg,Grocery,17,52464,CUST015
TXN5036,2023-06-04,Pune FC Road,Pune,Phone,Electronics,17,48703.39,CUST002
TXN5037,2023-08-07,Mumbai Central,Mumbai,Milk 1L,Groceries,13,43374.39,CUST046
TXN5038,2023-06-14,Chennai Anna,Chennai,Tablet,Electronics,3,23226.12,CUST009
TXN5039,2023-11-02,Bangalore MG,Bangalore,Rice 5kg,Grocery,13,52195.05,CUST033
TXN5040,2023-12-26,Pune FC Road,Pune,Pulses 1kg,Grocery,4,31604.47,CUST042
TXN5041,2023-08-20,Pune FC Road,Pune,T-Shirt,Clothing,14,29770.19,CUST030
TXN5042,2023-06-10,Chennai Anna,Chennai,Pulses 1kg,Grocery,4,31604.47,CUST017
TXN5043,2023-02-04,Bangalore MG,Bangalore,Speaker,Electronics,16,49262.78,CUST006
TXN5044,2023-03-08,Chennai Anna,,Headphones,Electronics,12,39854.96,CUST036
TXN5045,2023-07-30,Pune FC Road,Pune,Rice 5kg,Grocery,4,52195.05,CUST049
TXN5046,2023-11-04,Chennai Anna,Chennai,Phone,Electronics,10,48703.39,CUST037
TXN5047,2023-12-03,Pune FC Road,Pune,T-Shirt,Clothing,5,29770.19,CUST007
TXN5048,2023-05-23,Bangalore MG,Bangalore,Atta 10kg,Grocery,4,52464,CUST028
TXN5049,2023-12-03,Pune FC Road,Pune,Laptop,Electronics,20,42343.15,CUST012
TXN5050,2023-06-29,Bangalore MG,Bangalore,Saree,Clothing,11,35451.81,CUST010
TXN5051,2023-03-14,Pune FC Road,Pune,Oil 1L,Grocery,3,26474.34,CUST002
TXN5052,2023-08-03,Mumbai Central,Mumbai,T-Shirt,Clothing,13,29770.19,CUST024
TXN5053,2023-11-02,Bangalore MG,Bangalore,Rice 5kg,Grocery,19,52195.05,CUST010
TXN5054,2023-05-20,Delhi South,Delhi,Phone,Electronics,3,48703.39,CUST032
TXN5055,2023-05-20,Pune FC Road,Pune,Biscuits,Groceries,14,27469.99,CUST008
TXN5056,2023-05-26,Bangalore MG,Bangalore,Pulses 1kg,Grocery,4,31604.47,CUST032
TXN5057,2023-04-23,Pune FC Road,Pune,Saree,Clothing,2,35451.81,CUST004
TXN5058,2023-04-19,Mumbai Central,Mumbai,T-Shirt,Clothing,10,29770.19,CUST019
TXN5059,2023-09-12,Bangalore MG,Bangalore,Headphones,Electronics,1,39854.96,CUST009
TXN5060,2023-10-14,Chennai Anna,Chennai,Jeans,Clothing,17,2317.47,CUST005
TXN5061,2023-01-10,Chennai Anna,Chennai,Phone,Electronics,14,48703.39,CUST021
TXN5062,2023-07-27,Pune FC Road,Pune,Pulses 1kg,Grocery,19,31604.47,CUST019
TXN5063,2023-06-16,Mumbai Central,Mumbai,Oil 1L,Grocery,1,26474.34,CUST040
TXN5064,2023-08-12,Chennai Anna,Chennai,Atta 10kg,Grocery,3,52464,CUST038
TXN5065,2023-06-08,Chennai Anna,Chennai,Tablet,Electronics,13,23226.12,CUST022
TXN5066,2023-11-21,Delhi South,Delhi,Tablet,Electronics,17,23226.12,CUST013
TXN5067,2023-05-01,Bangalore MG,Bangalore,Atta 10kg,Grocery,5,52464,CUST013
TXN5068,2023-04-01,Delhi South,Delhi,Speaker,Electronics,3,49262.78,CUST049
TXN5069,2023-11-26,Pune FC Road,Pune,Biscuits,Groceries,19,27469.99,CUST021
TXN5070,2023-02-04,Bangalore MG,Bangalore,Speaker,Electronics,15,49262.78,CUST020
TXN5071,2023-09-17,Bangalore MG,Bangalore,Phone,Electronics,12,48703.39,CUST029
TXN5072,2023-05-27,Mumbai Central,Mumbai,Phone,Electronics,12,48703.39,CUST006
TXN5073,2023-10-25,Pune FC Road,Pune,Oil 1L,Grocery,15,26474.34,CUST048
TXN5074,2023-11-30,Mumbai Central,Mumbai,Biscuits,Groceries,19,27469.99,CUST031
TXN5075,2023-08-19,Pune FC Road,Pune,Speaker,Electronics,2,49262.78,CUST022
TXN5076,2023-05-07,Mumbai Central,Mumbai,Smartwatch,Electronics,2,58851.01,CUST029
TXN5077,2023-07-10,Pune FC Road,Pune,Smartwatch,Electronics,12,58851.01,CUST050
TXN5078,2023-02-03,Bangalore MG,Bangalore,Phone,Electronics,11,48703.39,CUST044
TXN5079,2023-12-03,Chennai Anna,Chennai,Saree,Clothing,9,35451.81,CUST022
TXN5080,2023-06-08,Mumbai Central,Mumbai,Speaker,Electronics,12,49262.78,CUST026
TXN5081,2023-10-14,Delhi South,Delhi,Tablet,Electronics,10,23226.12,CUST022
TXN5082,2023-09-18,Delhi South,,Tablet,Electronics,14,23226.12,CUST020
TXN5083,2023-09-06,Delhi South,Delhi,T-Shirt,Clothing,11,29770.19,CUST009
TXN5084,2023-02-21,Delhi South,Delhi,Tablet,Electronics,10,23226.12,CUST048
TXN5085,2023-11-13,Pune FC Road,Pune,Phone,Electronics,11,48703.39,CUST010
TXN5086,2023-03-26,Delhi South,Delhi,Smartwatch,Electronics,20,58851.01,CUST027
TXN5087,2023-11-09,Bangalore MG,Bangalore,Jeans,Clothing,15,2317.47,CUST029
TXN5088,2023-08-29,Delhi South,Delhi,Jeans,Clothing,10,2317.47,CUST037
TXN5089,2023-07-15,Chennai Anna,Chennai,Biscuits,Groceries,10,27469.99,CUST011
TXN5090,2023-01-27,Delhi South,Delhi,Speaker,Electronics,9,49262.78,CUST024
TXN5091,2023-03-05,Pune FC Road,Pune,Headphones,Electronics,17,39854.96,CUST011
TXN5092,2023-03-17,Bangalore MG,Bangalore,Biscuits,Groceries,17,27469.99,CUST015
TXN5093,2023-08-01,Chennai Anna,Chennai,Atta 10kg,Grocery,1,52464,CUST024
TXN5094,2023-07-11,Delhi South,,Oil 1L,Grocery,3,26474.34,CUST007
TXN5095,2023-01-20,Bangalore MG,Bangalore,Speaker,Electronics,5,49262.78,CUST031
TXN5096,2023-11-12,Delhi South,Delhi,Milk 1L,Groceries,15,43374.39,CUST002
TXN5097,2023-10-08,Bangalore MG,Bangalore,T-Shirt,Clothing,5,29770.19,CUST028
TXN5098,2023-06-04,Mumbai Central,,Saree,Clothing,8,35451.81,CUST027
TXN5099,2023-02-26,Pune FC Road,Pune,Biscuits,Groceries,3,27469.99,CUST002
TXN5100,2023-05-30,Pune FC Road,,Jeans,Clothing,5,2317.47,CUST023
TXN5101,2023-12-07,Delhi South,Delhi,Pulses 1kg,Grocery,6,31604.47,CUST024
TXN5102,2023-08-29,Mumbai Central,Mumbai,Laptop,Electronics,13,42343.15,CUST024
TXN5103,2023-02-04,Bangalore MG,Bangalore,Laptop,Electronics,12,42343.15,CUST043
TXN5104,2023-01-23,Mumbai Central,Mumbai,Rice 5kg,Grocery,5,52195.05,CUST042
TXN5105,2023-11-20,Delhi South,Delhi,Biscuits,Groceries,16,27469.99,CUST005
TXN5106,2023-04-14,Chennai Anna,Chennai,Phone,Electronics,10,48703.39,CUST003
TXN5107,2023-07-23,Bangalore MG,Bangalore,Saree,Clothing,17,35451.81,CUST003
TXN5108,2023-01-25,Delhi South,Delhi,Saree,Clothing,12,35451.81,CUST008
TXN5109,2023-08-14,Bangalore MG,Bangalore,Pulses 1kg,Grocery,13,31604.47,CUST012
TXN5110,2023-09-23,Chennai Anna,Chennai,Milk 1L,Groceries,12,43374.39,CUST047
TXN5111,2023-11-05,Chennai Anna,Chennai,Tablet,Electronics,14,23226.12,CUST021
TXN5112,2023-12-05,Mumbai Central,Mumbai,Tablet,Electronics,11,23226.12,CUST039
TXN5113,2023-06-29,Chennai Anna,,Smartwatch,Electronics,15,58851.01,CUST023
TXN5114,2023-11-24,Pune FC Road,,Pulses 1kg,Grocery,9,31604.47,CUST041
TXN5115,2023-12-14,Chennai Anna,Chennai,Atta 10kg,Grocery,17,52464,CUST010
TXN5116,2023-03-06,Pune FC Road,Pune,Biscuits,Groceries,2,27469.99,CUST042
TXN5117,2023-10-18,Bangalore MG,Bangalore,Atta 10kg,Grocery,13,52464,CUST044
TXN5118,2023-08-16,Chennai Anna,Chennai,Atta 10kg,Grocery,12,52464,CUST034
TXN5119,2023-11-29,Bangalore MG,Bangalore,Oil 1L,Grocery,11,26474.34,CUST008
TXN5120,2023-09-23,Mumbai Central,Mumbai,Smartwatch,Electronics,16,58851.01,CUST008
TXN5121,2023-04-20,Bangalore MG,Bangalore,Jacket,Clothing,15,30187.24,CUST032
TXN5122,2023-02-07,Delhi South,Delhi,Headphones,Electronics,5,39854.96,CUST046
TXN5123,2023-12-08,Chennai Anna,Chennai,Tablet,Electronics,11,23226.12,CUST036
TXN5124,2023-03-22,Pune FC Road,Pune,Saree,Clothing,10,35451.81,CUST045
TXN5125,2023-04-25,Delhi South,Delhi,Atta 10kg,Grocery,17,52464,CUST009
TXN5126,2023-07-04,Delhi South,Delhi,Milk 1L,Groceries,1,43374.39,CUST030
TXN5127,2023-02-14,Pune FC Road,Pune,Speaker,Electronics,20,49262.78,CUST046
TXN5128,2023-10-22,Chennai Anna,Chennai,Pulses 1kg,Grocery,14,31604.47,CUST021
TXN5129,2023-12-15,Mumbai Central,Mumbai,Biscuits,Groceries,15,27469.99,CUST050
TXN5130,2023-08-10,Pune FC Road,Pune,Smartwatch,Electronics,5,58851.01,CUST004
TXN5131,2023-03-26,Mumbai Central,Mumbai,Speaker,Electronics,10,49262.78,CUST046
TXN5132,2023-05-26,Delhi South,Delhi,Atta 10kg,Grocery,17,52464,CUST041
TXN5133,2023-11-17,Pune FC Road,Pune,Jacket,Clothing,5,30187.24,CUST006
TXN5134,2023-10-25,Pune FC Road,Pune,Smartwatch,Electronics,19,58851.01,CUST040
TXN5135,2023-01-22,Pune FC Road,Pune,Rice 5kg,Grocery,19,52195.05,CUST042
TXN5136,2023-10-20,Pune FC Road,Pune,Jacket,Clothing,7,30187.24,CUST002
TXN5137,2023-09-05,Chennai Anna,Chennai,Saree,Clothing,10,35451.81,CUST044
TXN5138,2023-02-07,Chennai Anna,,Saree,Clothing,15,35451.81,CUST029
TXN5139,2023-04-15,Chennai Anna,Chennai,Milk 1L,Groceries,15,43374.39,CUST021
TXN5140,2023-03-08,Bangalore MG,Bangalore,Atta 10kg,Grocery,13,52464,CUST007
TXN5141,2023-03-04,Bangalore MG,Bangalore,Jeans,Clothing,15,2317.47,CUST010
TXN5142,2023-07-16,Mumbai Central,Mumbai,Phone,Electronics,10,48703.39,CUST011
TXN5143,2023-03-23,Bangalore MG,Bangalore,Rice 5kg,Grocery,7,52195.05,CUST030
TXN5144,2023-01-12,Chennai Anna,Chennai,Saree,Clothing,16,35451.81,CUST033
TXN5145,2023-10-26,Chennai Anna,,Jeans,Clothing,7,2317.47,CUST019
TXN5146,2023-10-02,Chennai Anna,Chennai,Milk 1L,Groceries,10,43374.39,CUST028
TXN5147,2023-07-26,Delhi South,,Jacket,Clothing,12,30187.24,CUST004
TXN5148,2023-10-11,Pune FC Road,,T-Shirt,Clothing,12,29770.19,CUST033
TXN5149,2023-12-15,Chennai Anna,Chennai,Jacket,Clothing,20,30187.24,CUST007
TXN5150,2023-10-13,Chennai Anna,Chennai,Atta 10kg,Grocery,11,52464,CUST013
TXN5151,2023-01-21,Pune FC Road,,Oil 1L,Grocery,17,26474.34,CUST046
TXN5152,2023-08-22,Bangalore MG,Bangalore,Milk 1L,Groceries,17,43374.39,CUST033
TXN5153,2023-06-13,Delhi South,Delhi,Rice 5kg,Grocery,20,52195.05,CUST040
TXN5154,2023-09-18,Bangalore MG,Bangalore,Rice 5kg,Grocery,17,52195.05,CUST037
TXN5155,2023-07-08,Bangalore MG,Bangalore,Milk 1L,Groceries,1,43374.39,CUST027
TXN5156,2023-11-02,Pune FC Road,Pune,Saree,Clothing,1,35451.81,CUST042
TXN5157,2023-10-26,Pune FC Road,Pune,Jeans,Clothing,2,2317.47,CUST041
TXN5158,2023-12-15,Pune FC Road,,Oil 1L,Grocery,5,26474.34,CUST045
TXN5159,2023-08-14,Mumbai Central,Mumbai,T-Shirt,Clothing,1,29770.19,CUST027
TXN5160,2023-11-10,Delhi South,Delhi,Pulses 1kg,Grocery,17,31604.47,CUST048
TXN5161,2023-04-17,Mumbai Central,Mumbai,Speaker,Electronics,17,49262.78,CUST043
TXN5162,2023-03-30,Chennai Anna,Chennai,Oil 1L,Grocery,11,26474.34,CUST022
TXN5163,2023-11-09,Pune FC Road,Pune,Atta 10kg,Grocery,9,52464,CUST016
TXN5164,2023-06-02,Bangalore MG,Bangalore,Saree,Clothing,8,35451.81,CUST045
TXN5165,2023-06-28,Chennai Anna,Chennai,Rice 5kg,Grocery,16,52195.05,CUST047
TXN5166,2023-10-21,Bangalore MG,Bangalore,Saree,Clothing,4,35451.81,CUST026
TXN5167,2023-01-22,Bangalore MG,Bangalore,Speaker,Electronics,10,49262.78,CUST006
TXN5168,2023-09-03,Bangalore MG,Bangalore,Biscuits,Groceries,9,27469.99,CUST035
TXN5169,2023-02-25,Bangalore MG,Bangalore,Jacket,Clothing,5,30187.24,CUST016
TXN5170,2023-04-26,Delhi South,Delhi,Phone,Electronics,17,48703.39,CUST007
TXN5171,2023-02-21,Chennai Anna,Chennai,Rice 5kg,Grocery,16,52195.05,CUST001
TXN5172,2023-12-01,Pune FC Road,Pune,Smartwatch,Electronics,14,58851.01,CUST013
TXN5173,2023-11-27,Bangalore MG,Bangalore,Rice 5kg,Grocery,10,52195.05,CUST006
TXN5174,2023-01-20,Pune FC Road,Pune,Jeans,Clothing,18,2317.47,CUST012
TXN5175,2023-04-06,Mumbai Central,Mumbai,Oil 1L,Grocery,16,26474.34,CUST019
TXN5176,2023-10-18,Mumbai Central,Mumbai,Laptop,Electronics,10,42343.15,CUST022
TXN5177,2023-09-26,Bangalore MG,Bangalore,Biscuits,Groceries,18,27469.99,CUST009
TXN5178,2023-04-09,Pune FC Road,Pune,Biscuits,Groceries,9,27469.99,CUST047
TXN5179,2023-01-08,Chennai Anna,Chennai,Jacket,Clothing,6,30187.24,CUST019
TXN5180,2023-11-09,Pune FC Road,Pune,T-Shirt,Clothing,6,29770.19,CUST028
TXN5181,2023-07-25,Pune FC Road,Pune,Rice 5kg,Grocery,3,52195.05,CUST009
TXN5182,2023-01-04,Chennai Anna,Chennai,Rice 5kg,Grocery,8,52195.05,CUST029
TXN5183,2023-10-26,Bangalore MG,Bangalore,Rice 5kg,Grocery,10,52195.05,CUST017
TXN5184,2023-12-08,Bangalore MG,Bangalore,Jeans,Clothing,2,2317.47,CUST011
TXN5185,2023-11-24,Chennai Anna,Chennai,Saree,Clothing,4,35451.81,CUST015
TXN5186,2023-03-20,Delhi South,Delhi,Speaker,Electronics,16,49262.78,CUST039
TXN5187,2023-08-30,Bangalore MG,Bangalore,Pulses 1kg,Grocery,18,31604.47,CUST014
TXN5188,2023-08-17,Delhi South,Delhi,Tablet,Electronics,17,23226.12,CUST005
TXN5189,2023-10-08,Pune FC Road,Pune,Headphones,Electronics,2,39854.96,CUST035
TXN5190,2023-09-24,Delhi South,Delhi,Smartwatch,Electronics,11,58851.01,CUST014
TXN5191,2023-09-19,Pune FC Road,Pune,Milk 1L,Groceries,3,43374.39,CUST030
TXN5192,2023-10-16,Delhi South,Delhi,Pulses 1kg,Grocery,15,31604.47,CUST044
TXN5193,2023-05-11,Bangalore MG,Bangalore,Laptop,Electronics,13,42343.15,CUST038
TXN5194,2023-06-26,Mumbai Central,,Phone,Electronics,14,48703.39,CUST004
TXN5195,2023-05-27,Mumbai Central,Mumbai,Milk 1L,Groceries,2,43374.39,CUST009
TXN5196,2023-08-18,Chennai Anna,Chennai,Atta 10kg,Grocery,13,52464,CUST044
TXN5197,2023-03-02,Pune FC Road,Pune,Speaker,Electronics,12,49262.78,CUST026
TXN5198,2023-01-02,Pune FC Road,Pune,Speaker,Electronics,8,49262.78,CUST030
TXN5199,2023-07-14,Pune FC Road,Pune,Pulses 1kg,Grocery,18,31604.47,CUST023
TXN5200,2023-02-27,Delhi South,Delhi,Jacket,Clothing,7,30187.24,CUST027
TXN5201,2023-04-16,Pune FC Road,Pune,Laptop,Electronics,8,42343.15,CUST003
TXN5202,2023-01-23,Chennai Anna,Chennai,Phone,Electronics,8,48703.39,CUST035
TXN5203,2023-09-15,Delhi South,Delhi,Phone,Electronics,5,48703.39,CUST047
TXN5204,2023-11-03,Pune FC Road,Pune,Rice 5kg,Grocery,19,52195.05,CUST016
TXN5205,2023-04-24,Bangalore MG,Bangalore,Speaker,Electronics,17,49262.78,CUST004
TXN5206,2023-10-12,Pune FC Road,,Smartwatch,Electronics,14,58851.01,CUST023
TXN5207,2023-07-29,Chennai Anna,Chennai,Rice 5kg,Grocery,14,52195.05,CUST012
TXN5208,2023-04-26,Pune FC Road,Pune,Milk 1L,Groceries,8,43374.39,CUST010
TXN5209,2023-07-31,Chennai Anna,Chennai,Phone,Electronics,18,48703.39,CUST009
TXN5210,2023-04-15,Chennai Anna,Chennai,Jeans,Clothing,9,2317.47,CUST029
TXN5211,2023-04-08,Bangalore MG,Bangalore,Tablet,Electronics,18,23226.12,CUST044
TXN5212,2023-04-07,Pune FC Road,Pune,Phone,Electronics,3,48703.39,CUST036
TXN5213,2023-06-20,Delhi South,Delhi,Milk 1L,Groceries,7,43374.39,CUST001
TXN5214,2023-09-03,Delhi South,Delhi,T-Shirt,Clothing,4,29770.19,CUST046
TXN5215,2023-10-10,Delhi South,Delhi,Oil 1L,Grocery,8,26474.34,CUST025
TXN5216,2023-05-14,Chennai Anna,Chennai,Atta 10kg,Grocery,10,52464,CUST032
TXN5217,2023-06-13,Chennai Anna,Chennai,Headphones,Electronics,16,39854.96,CUST027
TXN5218,2023-01-09,Mumbai Central,Mumbai,Jeans,Clothing,5,2317.47,CUST038
TXN5219,2023-03-20,Pune FC Road,Pune,Pulses 1kg,Grocery,10,31604.47,CUST025
TXN5220,2023-10-09,Pune FC Road,Pune,Jeans,Clothing,16,2317.47,CUST022
TXN5221,2023-08-24,Bangalore MG,Bangalore,Milk 1L,Groceries,16,43374.39,CUST023
TXN5222,2023-09-08,Delhi South,Delhi,Speaker,Electronics,18,49262.78,CUST035
TXN5223,2023-12-09,Mumbai Central,Mumbai,Phone,Electronics,3,48703.39,CUST027
TXN5224,2023-12-29,Delhi South,,Jeans,Clothing,3,2317.47,CUST033
TXN5225,2023-11-13,Chennai Anna,Chennai,Atta 10kg,Grocery,2,52464,CUST040
TXN5226,2023-01-04,Chennai Anna,Chennai,Milk 1L,Groceries,1,43374.39,CUST001
TXN5227,2023-05-27,Mumbai Central,Mumbai,Jacket,Clothing,18,30187.24,CUST045
TXN5228,2023-02-19,Chennai Anna,Chennai,Smartwatch,Electronics,4,58851.01,CUST013
TXN5229,2023-05-17,Pune FC Road,,Jacket,Clothing,12,30187.24,CUST026
TXN5230,2023-06-03,Chennai Anna,Chennai,Jeans,Clothing,8,2317.47,CUST006
TXN5231,2023-07-14,Mumbai Central,Mumbai,Tablet,Electronics,13,23226.12,CUST004
TXN5232,2023-09-13,Mumbai Central,Mumbai,Smartwatch,Electronics,3,58851.01,CUST022
TXN5233,2023-01-22,Pune FC Road,Pune,Headphones,Electronics,17,39854.96,CUST045
TXN5234,2023-01-24,Pune FC Road,Pune,Milk 1L,Groceries,9,43374.39,CUST018
TXN5235,2023-06-11,Pune FC Road,Pune,Phone,Electronics,6,48703.39,CUST038
TXN5236,2023-06-03,Delhi South,Delhi,Oil 1L,Grocery,3,26474.34,CUST037
TXN5237,2023-03-13,Chennai Anna,Chennai,Rice 5kg,Grocery,13,52195.05,CUST033
TXN5238,2023-08-12,Bangalore MG,Bangalore,Phone,Electronics,4,48703.39,CUST022
TXN5239,2023-01-16,Pune FC Road,Pune,Oil 1L,Grocery,11,26474.34,CUST029
TXN5240,2023-10-11,Chennai Anna,Chennai,Jeans,Clothing,12,2317.47,CUST044
TXN5241,2023-11-13,Pune FC Road,Pune,Oil 1L,Grocery,3,26474.34,CUST046
TXN5242,2023-03-20,Mumbai Central,Mumbai,Tablet,Electronics,9,23226.12,CUST041
TXN5243,2023-07-04,Delhi South,Delhi,Oil 1L,Grocery,11,26474.34,CUST020
TXN5244,2023-02-22,Chennai Anna,Chennai,Atta 10kg,Grocery,9,52464,CUST028
TXN5245,2023-01-14,Chennai Anna,Chennai,Pulses 1kg,Grocery,4,31604.47,CUST006
TXN5246,2023-01-07,Pune FC Road,Pune,Rice 5kg,Grocery,13,52195.05,CUST050
TXN5247,2023-09-24,Mumbai Central,Mumbai,Jeans,Clothing,19,2317.47,CUST011
TXN5248,2023-05-18,Delhi South,Delhi,Jacket,Clothing,10,30187.24,CUST011
TXN5249,2023-06-03,Chennai Anna,Chennai,Jacket,Clothing,14,30187.24,CUST024
TXN5250,2023-11-01,Bangalore MG,Bangalore,Jeans,Clothing,16,2317.47,CUST007
TXN5251,2023-07-22,Delhi South,Delhi,Saree,Clothing,1,35451.81,CUST025
TXN5252,2023-08-09,Bangalore MG,Bangalore,Biscuits,Groceries,11,27469.99,CUST009
TXN5253,2023-12-22,Bangalore MG,Bangalore,Rice 5kg,Grocery,20,52195.05,CUST012
TXN5254,2023-12-22,Chennai Anna,Chennai,Rice 5kg,Grocery,10,52195.05,CUST037
TXN5255,2023-05-24,Delhi South,Delhi,Rice 5kg,Grocery,13,52195.05,CUST037
TXN5256,2023-01-14,Delhi South,Delhi,Smartwatch,Electronics,18,58851.01,CUST046
TXN5257,2023-12-21,Delhi South,Delhi,Biscuits,Groceries,10,27469.99,CUST027
TXN5258,2023-05-04,Chennai Anna,Chennai,Speaker,electronics,10,49262.78,CUST046
TXN5259,2023-08-18,Chennai Anna,Chennai,Oil 1L,Grocery,3,26474.34,CUST026
TXN5260,2023-01-19,Pune FC Road,Pune,Pulses 1kg,Grocery,18,31604.47,CUST035
TXN5261,2023-05-08,Pune FC Road,Pune,Tablet,Electronics,4,23226.12,CUST011
TXN5262,2023-11-27,Pune FC Road,Pune,Phone,Electronics,19,48703.39,CUST049
TXN5263,2023-01-06,Bangalore MG,Bangalore,Pulses 1kg,Grocery,4,31604.47,CUST033
TXN5264,2023-07-11,Pune FC Road,Pune,Jeans,Clothing,15,2317.47,CUST044
TXN5265,2023-01-13,Pune FC Road,Pune,Speaker,Electronics,12,49262.78,CUST027
TXN5266,2023-06-28,Mumbai Central,Mumbai,Headphones,Electronics,5,39854.96,CUST014
TXN5267,2023-09-01,Pune FC Road,Pune,Milk 1L,Groceries,12,43374.39,CUST045
TXN5268,2023-06-03,Chennai Anna,Chennai,Rice 5kg,Grocery,3,52195.05,CUST008
TXN5269,2023-12-13,Mumbai Central,Mumbai,Rice 5kg,Grocery,4,52195.05,CUST048
TXN5270,2023-03-23,Delhi South,Delhi,Smartwatch,Electronics,18,58851.01,CUST030
TXN5271,2023-04-06,Delhi South,Delhi,Oil 1L,Grocery,6,26474.34,CUST026
TXN5272,2023-10-31,Mumbai Central,Mumbai,T-Shirt,Clothing,15,29770.19,CUST046
TXN5273,2023-12-27,Delhi South,Delhi,T-Shirt,Clothing,9,29770.19,CUST035
TXN5274,2023-04-11,Delhi South,Delhi,Atta 10kg,Grocery,11,52464,CUST043
TXN5275,2023-07-18,Chennai Anna,Chennai,Rice 5kg,Grocery,20,52195.05,CUST008
TXN5276,2023-11-13,Bangalore MG,Bangalore,Atta 10kg,Grocery,15,52464,CUST046
TXN5277,2023-06-10,Bangalore MG,Bangalore,Tablet,Electronics,5,23226.12,CUST008
TXN5278,2023-09-19,Delhi South,Delhi,Atta 10kg,Grocery,5,52464,CUST009
TXN5279,2023-04-06,Pune FC Road,Pune,Oil 1L,Grocery,14,26474.34,CUST045
TXN5280,2023-05-28,Delhi South,Delhi,Smartwatch,Electronics,16,58851.01,CUST029
TXN5281,2023-01-05,Pune FC Road,Pune,Phone,Electronics,12,48703.39,CUST025
TXN5282,2023-12-17,Pune FC Road,Pune,Milk 1L,Groceries,14,43374.39,CUST029
TXN5283,2023-10-17,Chennai Anna,Chennai,Smartwatch,Electronics,3,58851.01,CUST015
TXN5284,2023-04-26,Bangalore MG,Bangalore,Phone,Electronics,9,48703.39,CUST050
TXN5285,2023-09-19,Chennai Anna,Chennai,Milk 1L,Groceries,18,43374.39,CUST018
TXN5286,2023-01-22,Pune FC Road,Pune,Atta 10kg,Grocery,18,52464,CUST014
